Diet_type,Recipe_name,Cuisine_type,Protein(g),Carbs(g),Fat(g),Extraction_day,Extraction_time
mediterranean,skillet chicken,mediterranean,131.41,18.79,50.07,2022-10-16,16:51:05
mediterranean,tuna salad,mediterranean,20.63,6.47,15.85,2022-10-16,16:51:12
mediterranean,casserole,mediterranean,135.97,100.77,99.0,2022-10-16,16:51:12
mediterranean,turkey melt,american,110.27,93.77,72.73,2022-10-16,16:51:12
mediterranean,nutty buns,american,78.87,485.67,98.6,2022-10-16,16:51:12
mediterranean,tuna steaks,mediterranean,229.34,58.14,94.59,2022-10-16,16:51:12
mediterranean,style corn,mediterranean,19.37,110.72,34.91,2022-10-16,16:51:12
mediterranean,chicken wrap,mediterranean,41.38,55.18,45.58,2022-10-16,16:51:12
mediterranean,chicken salad,mediterranean,153.09,34.81,65.95,2022-10-16,16:51:12
mediterranean,stuffed swordfish,mediterranean,57.45,5.76,43.23,2022-10-16,16:51:12
mediterranean,chicken meatballs,mediterranean,101.91,38.31,54.92,2022-10-16,16:51:12
mediterranean,quick bolognaise,mediterranean,178.37,460.01,88.99,2022-10-16,16:51:12
mediterranean,tuna salad,mediterranean,1.91,3.77,28.61,2022-10-16,16:51:12
mediterranean,frozen delite,mediterranean,63.72,323.17,55.77,2022-10-16,16:51:12
mediterranean,lemon chicken,mediterranean,101.1,9.13,94.61,2022-10-16,16:51:12
mediterranean,pasta salad,mediterranean,55.29,118.22,24.0,2022-10-16,16:51:12
mediterranean,guacamole,mediterranean,15.88,54.24,84.01,2022-10-16,16:51:12
mediterranean,prawn salad,mediterranean,214.64,56.48,125.46,2022-10-16,16:51:12
mediterranean,harvest pasta,mediterranean,75.73,402.65,44.31,2022-10-16,16:51:12
mediterranean,pasta salad,mediterranean,0.69,3.69,34.64,2022-10-16,16:51:12
mediterranean,cod,mediterranean,167.58,14.49,37.43,2022-10-16,16:51:12
mediterranean,farro dish,mediterranean,38.86,188.14,60.51,2022-10-16,16:51:19
mediterranean,lemony sprouts shoots,mediterranean,17.4,46.08,10.77,2022-10-16,16:51:19
mediterranean,scrambled eggs,mediterranean,25.77,22.91,33.02,2022-10-16,16:51:19
mediterranean,spice rub,mediterranean,4.05,28.59,6.07,2022-10-16,16:51:19
mediterranean,potato salad,mediterranean,36.46,179.52,96.0,2022-10-16,16:51:19
mediterranean,pork chops,mediterranean,175.44,56.6,109.14,2022-10-16,16:51:19
mediterranean,chickpea stew,mediterranean,9.92,58.09,56.15,2022-10-16,16:51:19
mediterranean,mini meatloaves,mediterranean,168.62,376.92,54.76,2022-10-16,16:51:19
mediterranean,carrot salad,mediterranean,2.59,25.3,27.67,2022-10-16,16:51:19
mediterranean,vegetable skewers,mediterranean,22.18,53.17,58.03,2022-10-16,16:51:19
mediterranean,meatless pizza,italian,27.54,177.77,57.07,2022-10-16,16:51:19
mediterranean,style focaccia,mediterranean,83.29,338.17,95.9,2022-10-16,16:51:19
mediterranean,roast vegetables,mediterranean,54.35,453.4,85.29,2022-10-16,16:51:19
mediterranean,pasta salad,mediterranean,20.38,89.0,26.82,2022-10-16,16:51:19
mediterranean,kale salad,mediterranean,13.53,14.72,47.75,2022-10-16,16:51:19
mediterranean,remix pasta,mediterranean,72.81,370.69,29.16,2022-10-16,16:51:19
mediterranean,dip,mediterranean,32.91,98.66,73.52,2022-10-16,16:51:19
mediterranean,stuffed zucchini,mediterranean,169.85,155.51,245.76,2022-10-16,16:51:19
mediterranean,chicken patties,mediterranean,121.53,59.26,57.06,2022-10-16,16:51:26
mediterranean,chicken tostadas,south american,42.61,82.49,48.25,2022-10-16,16:51:26
mediterranean,chicken salad,mediterranean,182.08,138.15,111.86,2022-10-16,16:51:26
mediterranean,herb oil,mediterranean,4.5,23.45,865.66,2022-10-16,16:51:26
mediterranean,pizza pocket,italian,69.57,257.77,77.07,2022-10-16,16:51:26
mediterranean,pasta salad,mediterranean,143.32,280.48,98.52,2022-10-16,16:51:26
mediterranean,kale salad,mediterranean,36.2,12.31,13.9,2022-10-16,16:51:26
mediterranean,quick bread,mediterranean,55.92,241.32,112.54,2022-10-16,16:51:26
mediterranean,couscous salad,mediterranean,92.89,275.53,85.94,2022-10-16,16:51:26
mediterranean,creamy spread,mediterranean,36.57,45.6,111.89,2022-10-16,16:51:26
mediterranean,green beans,mediterranean,9.06,37.93,12.41,2022-10-16,16:51:26
mediterranean,deviled eggs,mediterranean,51.04,6.25,73.12,2022-10-16,16:51:26
mediterranean,hot dip,mediterranean,41.67,93.7,180.27,2022-10-16,16:51:26
mediterranean,quinoa bowl,mediterranean,161.01,274.42,112.24,2022-10-16,16:51:26
mediterranean,chicken thighs,mediterranean,191.18,10.24,100.86,2022-10-16,16:51:26
mediterranean,couscous,mediterranean,41.65,155.0,45.03,2022-10-16,16:51:26
mediterranean,stuffed chicken,mediterranean,232.85,12.17,109.03,2022-10-16,16:51:26
mediterranean,baked halibut,mediterranean,86.03,7.97,41.09,2022-10-16,16:51:26
mediterranean,chopped salad,mediterranean,4.17,19.13,31.41,2022-10-16,16:51:26
mediterranean,feta hummus,mediterranean,53.64,116.58,86.54,2022-10-16,16:51:32
mediterranean,toasted roll,mediterranean,112.64,170.45,120.89,2022-10-16,16:51:32
mediterranean,chicken bake,mediterranean,229.82,173.49,126.51,2022-10-16,16:51:32
mediterranean,style corn,mediterranean,19.37,110.72,34.91,2022-10-16,16:51:32
mediterranean,cucumber salad,mediterranean,4.65,26.18,65.66,2022-10-16,16:51:32
mediterranean,watermelon salad,mediterranean,13.65,53.95,52.21,2022-10-16,16:51:32
mediterranean,quinoa salad,mediterranean,131.97,287.93,137.53,2022-10-16,16:51:32
mediterranean,chicken focaccia,mediterranean,127.55,186.18,174.71,2022-10-16,16:51:32
mediterranean,stir fry,mediterranean,27.82,123.41,29.41,2022-10-16,16:51:32
mediterranean,pasta salad,mediterranean,43.17,200.43,47.99,2022-10-16,16:51:32
mediterranean,farro salad,mediterranean,141.06,489.45,157.84,2022-10-16,16:51:32
mediterranean,stuffed eggplant,mediterranean,52.9,241.17,48.61,2022-10-16,16:51:32
mediterranean,baked peppers,mediterranean,12.17,32.61,20.58,2022-10-16,16:51:32
mediterranean,eggplant dip,mediterranean,12.78,82.05,56.22,2022-10-16,16:51:32
mediterranean,potato salad,mediterranean,68.3,273.88,116.05,2022-10-16,16:51:32
mediterranean,bread salad,mediterranean,35.72,179.17,101.63,2022-10-16,16:51:32
mediterranean,greek salad,mediterranean,45.45,82.17,69.35,2022-10-16,16:51:32
mediterranean,layered meatloaf,mediterranean,220.05,183.93,310.21,2022-10-16,16:51:32
mediterranean,couscous fritters,south east asian,54.53,142.01,103.18,2022-10-16,16:51:32
mediterranean,couscous salad,mediterranean,68.13,254.19,129.64,2022-10-16,16:51:39
mediterranean,bruschetta dip,mediterranean,27.21,97.8,57.11,2022-10-16,16:51:39
mediterranean,chicken bake,mediterranean,171.72,219.81,97.27,2022-10-16,16:51:39
mediterranean,zucchini salad,mediterranean,24.04,47.78,21.2,2022-10-16,16:51:39
mediterranean,rice bowl,mediterranean,45.76,236.0,82.43,2022-10-16,16:51:39
mediterranean,chicken salad,mediterranean,272.1,60.5,320.08,2022-10-16,16:51:39
mediterranean,lemon turkey rice soup,american,144.51,400.54,85.45,2022-10-16,16:51:39
mediterranean,marinated cheese,mediterranean,16.14,28.33,141.54,2022-10-16,16:51:39
mediterranean,marinated cheese,mediterranean,15.81,25.62,141.62,2022-10-16,16:51:39
mediterranean,layered dip,mediterranean,31.71,94.69,73.45,2022-10-16,16:51:39
mediterranean,braised cucumbers,mediterranean,23.12,44.4,65.52,2022-10-16,16:51:39
mediterranean,layered pie,mediterranean,134.27,280.41,221.68,2022-10-16,16:51:39
mediterranean,tapas potatoes,mediterranean,11.57,85.65,60.96,2022-10-16,16:51:39
mediterranean,egg muffins,mediterranean,69.61,78.68,42.98,2022-10-16,16:51:39
mediterranean,stuffed meatballs,mediterranean,136.78,107.33,143.7,2022-10-16,16:51:39
mediterranean,turkey bake,american,73.2,47.64,37.72,2022-10-16,16:51:39
mediterranean,nutrition hummus,mediterranean,98.78,301.25,97.85,2022-10-16,16:51:39
mediterranean,bean salad,mediterranean,39.77,129.64,29.29,2022-10-16,16:51:39
mediterranean,stuffed beef,world,43.66,211.49,56.75,2022-10-16,16:51:39
mediterranean,quinoa salad,mediterranean,54.17,137.29,45.75,2022-10-16,16:51:39
mediterranean,bean dip,mediterranean,30.22,84.53,55.66,2022-10-16,16:51:46
mediterranean,toasted roll,mediterranean,17.98,10.07,22.23,2022-10-16,16:51:46
mediterranean,caesar salad,mediterranean,44.68,194.48,112.39,2022-10-16,16:51:46
mediterranean,watermelon salad,mediterranean,13.74,50.03,25.29,2022-10-16,16:51:46
mediterranean,roast vegetables,mediterranean,42.58,139.2,66.84,2022-10-16,16:51:46
mediterranean,quinoa salad,mediterranean,46.08,146.28,62.87,2022-10-16,16:51:46
mediterranean,lima beans,mediterranean,49.79,179.8,34.41,2022-10-16,16:51:46
mediterranean,stuffed swordfish,mediterranean,57.45,5.76,43.23,2022-10-16,16:51:46
mediterranean,tortellini salad,italian,44.15,108.14,152.42,2022-10-16,16:51:46
mediterranean,chicken panini,italian,143.8,18.11,161.24,2022-10-16,16:51:46
mediterranean,tuna wrap,mediterranean,44.45,28.54,32.95,2022-10-16,16:51:46
mediterranean,quinoa salad,mediterranean,120.32,75.73,89.26,2022-10-16,16:51:46
mediterranean,tuna pizza,italian,78.1,205.28,66.05,2022-10-16,16:51:46
mediterranean,chickpea salad,mediterranean,42.93,79.02,85.72,2022-10-16,16:51:46
mediterranean,potato salad,mediterranean,30.23,224.46,63.87,2022-10-16,16:51:46
mediterranean,pasta salad,mediterranean,42.67,220.74,39.53,2022-10-16,16:51:46
mediterranean,orzo salad,mediterranean,98.41,386.62,115.44,2022-10-16,16:51:46
mediterranean,baked quesadillas,mexican,171.37,266.83,201.51,2022-10-16,16:51:46
mediterranean,zucchini salad,mediterranean,26.15,70.08,55.19,2022-10-16,16:51:46
mediterranean,grilled pizza,italian,134.36,151.1,92.61,2022-10-16,16:51:46
mediterranean,orzo salad,mediterranean,26.05,117.15,65.08,2022-10-16,16:51:52
mediterranean,grilled quesadillas,mexican,103.18,225.17,110.42,2022-10-16,16:51:52
mediterranean,baked catfish,american,74.18,23.64,41.91,2022-10-16,16:51:52
mediterranean,chopped salad,mediterranean,54.04,131.34,40.92,2022-10-16,16:51:52
mediterranean,tilapia,mediterranean,49.36,11.93,6.35,2022-10-16,16:51:52
mediterranean,sardine dish,mediterranean,109.58,40.75,44.44,2022-10-16,16:51:52
mediterranean,summer salad,mediterranean,28.78,70.29,33.78,2022-10-16,16:51:52
mediterranean,bagel snacks,mediterranean,45.15,114.29,9.79,2022-10-16,16:51:52
mediterranean,cod,mediterranean,167.18,25.15,52.99,2022-10-16,16:51:52
mediterranean,potato salad,mediterranean,52.11,164.2,132.85,2022-10-16,16:51:52
mediterranean,tortilla pizza,italian,60.98,119.92,90.42,2022-10-16,16:51:52
mediterranean,cheese spread,mediterranean,23.21,18.59,92.69,2022-10-16,16:51:52
mediterranean,grilled chicken,mediterranean,130.0,17.89,28.89,2022-10-16,16:51:52
mediterranean,tuna salad,mediterranean,77.27,17.59,51.56,2022-10-16,16:51:52
mediterranean,olive bread,mediterranean,84.62,656.75,133.62,2022-10-16,16:51:52
mediterranean,greek salad,mediterranean,45.45,82.17,69.35,2022-10-16,16:51:52
mediterranean,tuna cups,mediterranean,94.14,50.34,15.1,2022-10-16,16:51:52
mediterranean,veggie wrap,mediterranean,20.52,60.14,24.79,2022-10-16,16:51:52
mediterranean,tuna linguine,mediterranean,93.42,234.27,27.0,2022-10-16,16:51:52
mediterranean,bulgur wheat,mediterranean,46.67,190.01,22.49,2022-10-16,16:51:59
mediterranean,pasta,mediterranean,151.81,210.45,101.45,2022-10-16,16:51:59
mediterranean,baked cod,mediterranean,127.37,29.93,68.81,2022-10-16,16:51:59
mediterranean,broccoflower salad,mediterranean,17.15,86.23,32.71,2022-10-16,16:51:59
mediterranean,quinoa salad,mediterranean,33.99,131.08,29.47,2022-10-16,16:51:59
mediterranean,pork kabobs,mediterranean,102.72,23.97,53.77,2022-10-16,16:51:59
mediterranean,palmiers,french,55.71,240.03,247.16,2022-10-16,16:51:59
mediterranean,chicken marinade,mediterranean,1.71,13.79,55.0,2022-10-16,16:51:59
mediterranean,fish stew,mediterranean,125.54,130.24,35.93,2022-10-16,16:51:59
mediterranean,tuna pasta,mediterranean,81.25,202.44,55.02,2022-10-16,16:51:59
mediterranean,quinoa salad,mediterranean,35.58,137.71,52.42,2022-10-16,16:51:59
mediterranean,avocado dip,mediterranean,40.33,86.13,97.19,2022-10-16,16:51:59
mediterranean,marinated steaks,mediterranean,42.01,39.21,164.32,2022-10-16,16:51:59
mediterranean,fish marinade,mediterranean,4.25,26.14,56.76,2022-10-16,16:51:59
mediterranean,salad,mediterranean,157.78,366.84,513.94,2022-10-16,16:51:59
mediterranean,medley salad,mediterranean,20.93,56.59,44.63,2022-10-16,16:51:59
mediterranean,chickpea salad,mediterranean,98.45,287.54,127.43,2022-10-16,16:51:59
mediterranean,hummus bites,mediterranean,52.13,142.15,53.65,2022-10-16,16:51:59
mediterranean,tomatoes mozzarella,italian,54.64,29.97,84.16,2022-10-16,16:51:59
mediterranean,quinoa salad,mediterranean,69.35,269.75,55.58,2022-10-16,16:51:59
mediterranean,meatball subs,mediterranean,216.92,699.93,171.56,2022-10-16,16:52:06
mediterranean,baked sausages,mediterranean,135.14,57.15,208.01,2022-10-16,16:52:06
mediterranean,cod,mediterranean,130.29,669.57,27.17,2022-10-16,16:52:06
mediterranean,chopped salad,mediterranean,4.17,19.13,31.41,2022-10-16,16:52:06
mediterranean,salad,mediterranean,27.65,69.18,64.67,2022-10-16,16:52:06
mediterranean,quinoa steemit,mediterranean,78.17,338.55,51.33,2022-10-16,16:52:06
mediterranean,tortellini salad,italian,99.42,287.03,81.28,2022-10-16,16:52:06
mediterranean,macaroni salad,mediterranean,42.82,186.66,112.92,2022-10-16,16:52:06
mediterranean,pasta salad,mediterranean,66.87,236.67,25.59,2022-10-16,16:52:06
mediterranean,rice pilaf,mediterranean,29.19,178.41,51.61,2022-10-16,16:52:06
mediterranean,capsicum rolls,mediterranean,24.69,72.29,104.29,2022-10-16,16:52:06
mediterranean,fried rice,mediterranean,30.3,98.92,60.28,2022-10-16,16:52:06
mediterranean,tuna salad,mediterranean,48.32,6.0,44.4,2022-10-16,16:52:06
mediterranean,rigatoni casserole,mediterranean,234.6,526.92,216.68,2022-10-16,16:52:06
mediterranean,turkey wrap,american,106.31,126.39,55.61,2022-10-16,16:52:06
mediterranean,tofu pie,asian,83.38,214.44,56.91,2022-10-16,16:52:06
mediterranean,pasta salad,mediterranean,64.66,287.97,70.56,2022-10-16,16:52:06
mediterranean,american loaf,mediterranean,190.26,202.28,98.83,2022-10-16,16:52:06
mediterranean,chicken,mediterranean,130.73,12.48,33.59,2022-10-16,16:52:06
mediterranean,potato salad,mediterranean,24.04,176.53,83.77,2022-10-16,16:52:06
mediterranean,summer salad,mediterranean,38.29,32.83,50.66,2022-10-16,16:52:12
mediterranean,potatoes,mediterranean,42.19,232.08,74.11,2022-10-16,16:52:12
mediterranean,layered dip,mediterranean,56.91,64.23,217.7,2022-10-16,16:52:12
mediterranean,tomato salad,mediterranean,31.51,63.05,88.72,2022-10-16,16:52:12
mediterranean,quinoa salad,mediterranean,47.42,153.25,146.6,2022-10-16,16:52:12
mediterranean,vegetarian bites,mediterranean,86.94,17.12,97.85,2022-10-16,16:52:12
mediterranean,chicken wrap,mediterranean,112.21,199.81,121.64,2022-10-16,16:52:12
mediterranean,chicken,mediterranean,76.68,104.36,49.95,2022-10-16,16:52:12
mediterranean,mussel salad,mediterranean,52.19,286.24,77.77,2022-10-16,16:52:12
mediterranean,quesadillas,mexican,122.02,292.21,123.83,2022-10-16,16:52:12
mediterranean,barley salad,mediterranean,74.7,256.95,142.49,2022-10-16,16:52:12
mediterranean,avocado toast,mediterranean,17.06,48.92,39.44,2022-10-16,16:52:12
mediterranean,vegie cakes,mediterranean,43.86,127.06,33.68,2022-10-16,16:52:12
mediterranean,crunch salad,mediterranean,6.84,30.44,12.97,2022-10-16,16:52:12
mediterranean,pizza,italian,370.85,86.18,160.17,2022-10-16,16:52:12
mediterranean,mashed potatoes,mediterranean,20.33,164.14,55.36,2022-10-16,16:52:12
mediterranean,salmon burgers,nordic,76.28,24.09,48.76,2022-10-16,16:52:12
mediterranean,cauliflower salad,mediterranean,38.39,113.01,40.4,2022-10-16,16:52:12
mediterranean,pasta frittata,mediterranean,96.39,126.2,90.21,2022-10-16,16:52:12
mediterranean,chicken salad,mediterranean,120.5,94.66,126.0,2022-10-16,16:52:19
mediterranean,chicken packets,mediterranean,207.97,77.55,52.58,2022-10-16,16:52:19
mediterranean,baked fish,mediterranean,100.07,36.49,52.77,2022-10-16,16:52:19
mediterranean,filled loaf,mediterranean,80.75,244.13,68.82,2022-10-16,16:52:19
mediterranean,feta dip,mediterranean,25.25,15.49,80.5,2022-10-16,16:52:19
mediterranean,roasted fingerlings,mediterranean,32.81,191.19,45.05,2022-10-16,16:52:19
mediterranean,garden salad,mediterranean,15.46,41.16,55.98,2022-10-16,16:52:19
mediterranean,spinach pie,mediterranean,62.45,53.28,75.4,2022-10-16,16:52:19
mediterranean,cauliflower steaks,mediterranean,41.47,81.91,45.07,2022-10-16,16:52:19
mediterranean,peasant soup,mediterranean,23.25,72.91,8.86,2022-10-16,16:52:19
mediterranean,veggie tart,mediterranean,74.04,250.85,236.13,2022-10-16,16:52:19
mediterranean,mozza chicken,mediterranean,163.5,37.93,100.69,2022-10-16,16:52:19
mediterranean,roasted cauliflower,mediterranean,18.89,27.15,37.67,2022-10-16,16:52:19
mediterranean,fish bake,mediterranean,145.21,124.45,38.28,2022-10-16,16:52:19
mediterranean,chicken salad,mediterranean,74.67,82.62,151.94,2022-10-16,16:52:19
mediterranean,broccoflower salad,mediterranean,17.62,88.33,32.77,2022-10-16,16:52:19
mediterranean,layer dip,mediterranean,63.35,234.24,79.27,2022-10-16,16:52:19
mediterranean,egg salad,mediterranean,67.0,39.79,50.55,2022-10-16,16:52:19
mediterranean,marinated chicken,mediterranean,103.28,5.78,84.19,2022-10-16,16:52:19
mediterranean,bean salad,mediterranean,56.25,178.12,54.63,2022-10-16,16:52:19
mediterranean,turkey patties,american,100.48,6.75,91.45,2022-10-16,16:52:26
mediterranean,chicken pizza,italian,189.16,525.3,209.89,2022-10-16,16:52:26
mediterranean,eggs,mediterranean,12.24,9.38,23.7,2022-10-16,16:52:26
mediterranean,chopped salad,mediterranean,52.33,138.3,45.16,2022-10-16,16:52:26
mediterranean,chickpea salad,mediterranean,97.52,240.29,96.66,2022-10-16,16:52:26
mediterranean,chicken bake,mediterranean,114.37,43.53,71.47,2022-10-16,16:52:26
mediterranean,quinoa salad,mediterranean,60.72,219.69,105.97,2022-10-16,16:52:26
mediterranean,tuna casserole,mediterranean,188.35,255.65,139.76,2022-10-16,16:52:26
mediterranean,salmon burgers,nordic,79.51,28.19,61.12,2022-10-16,16:52:26
mediterranean,vegetable gratin,french,40.47,72.77,65.54,2022-10-16,16:52:26
mediterranean,chopped salad,mediterranean,5.61,27.4,28.19,2022-10-16,16:52:26
mediterranean,pita triangles,mediterranean,23.21,87.56,22.26,2022-10-16,16:52:26
mediterranean,quinoa salad,mediterranean,49.3,170.85,66.13,2022-10-16,16:52:26
mediterranean,tuna salad,mediterranean,121.19,182.23,65.25,2022-10-16,16:52:26
mediterranean,couscous salad,mediterranean,73.14,123.49,68.58,2022-10-16,16:52:26
mediterranean,green beans,mediterranean,5.48,24.72,23.65,2022-10-16,16:52:26
mediterranean,asparagus quiche,french,102.08,279.38,265.32,2022-10-16,16:52:26
mediterranean,pork medallions,mediterranean,130.01,325.07,130.98,2022-10-16,16:52:26
mediterranean,tuna salad,mediterranean,58.35,50.85,60.53,2022-10-16,16:52:26
mediterranean,watermelon salsa,mediterranean,22.44,74.32,37.82,2022-10-16,16:52:26
mediterranean,lentil soup,mediterranean,242.28,653.67,38.43,2022-10-16,16:52:32
mediterranean,lamb shanks,mediterranean,353.38,106.35,293.06,2022-10-16,16:52:32
mediterranean,pork roulade,american,214.74,22.19,155.9,2022-10-16,16:52:32
mediterranean,tuna salad,mediterranean,48.24,24.79,44.95,2022-10-16,16:52:32
mediterranean,vegan bowl,american,33.75,147.86,66.38,2022-10-16,16:52:32
mediterranean,quinoa bowl,mediterranean,105.76,301.74,69.35,2022-10-16,16:52:32
mediterranean,breakfast wrap,mediterranean,18.12,34.75,12.27,2022-10-16,16:52:32
mediterranean,chicken casserole,mediterranean,103.02,75.06,46.85,2022-10-16,16:52:32
mediterranean,lentil salad,mediterranean,20.6,51.31,7.77,2022-10-16,16:52:32
mediterranean,tuna salad,mediterranean,109.33,95.02,78.61,2022-10-16,16:52:32
mediterranean,seafood salad,mediterranean,122.99,103.28,369.35,2022-10-16,16:52:32
